ФИО-ИНН-Адрес регистрации-Сумма уплаченного налога за текущий год
Гришов Валентин Андреевич-725995898501-д. Льгов, наб. Фабричная, д. 284 к. 72, 896747-83010.26
Намотина Анастасия Сергеевна-836979958404-г. Вязьма, ш. Восточное, д. 5/5, 549759-1900.93
Банных Эдуард Николаевич-364272184595-к. Кострома, ул. Моховая, д. 391, 506430-53276.13
Болматов Борис Вадимович-593687134462-п. Кировск (Мурм.), алл. Проезжая, д. 5 к. 2/6, 502284-118945.22
Клинтушина Кира Богдановна-961404322304-г. Можайск, бул. Правды, д. 6 к. 7, 073417-82860.44
Сиепанова Екатерина Борисовна-288440930749-клх Неплюевка, наб. Серафимовича, д. 2/8 к. 5, 304039-95917.38
Ганагин Тарас Вадимович-591321268037-ст. Апрелевка, ш. Сиреневое, д. 59 стр. 446, 850898-88125.63
Целоватова Светлана Романовна-953112056900-п. Ершов, алл. Специалистов, д. 465, 392432-81719.39
Вдовицина Наталия Егоровна-527169644567-г. Терней, ул. Производственная, д. 319 стр. 756, 271121-122098.17
Довольнов Алексей Борисович-137553191251-п. Городовиковск, бул. Физкультурный, д. 7/3, 880345-138563.66
Надточих Андрей Алексеевич-825047851249-клх Ессентуки, пер. Донской, д. 469, 683234-73136.11
Саввичев Дмитрий Антонович-190661833681-клх Кущевская, ул. Ермака, д. 73 к. 35, 911349-78574.58
Визирякина Маргарита Егоровна-516779421260-клх Адлер, наб. 8 Марта, д. 68 к. 7, 962078-91605.5
Бшеров Юрий Борисович-738304945645-клх Новый Уренгой, пер. Элеваторный, д. 2/8 стр. 42, 417466-134168.27
Недуева Полина Василевна-536997614749-д. Ханты-Мансийск, пр. Иркутский, д. 6 стр. 67, 604604-120706.46
Лозанова Наталия Сергеевна-64083178230-п. Котлас, алл. Радужная, д. 784 к. 15, 563643-110385.12
Бурицков Геннадий Фёдорович-263374220652-с. Гремячинск (Перм.), пр. Морской, д. 3 к. 566, 020976-75249.12
Бычаева Лариса Олеговна-672414304255-к. Москва, наб. Короленко, д. 77, 890059-117752.45
Гуснина Алиса Борисовна-846935257456-с. Мирный, пр. Пирогова, д. 695, 626400-148407.55
Шилакин Алексей Павлович-157084126915-с. Кировск (Мурм.), ул. Советов, д. 149 стр. 97, 864277-17408.27
Чикирев Валентин Николаевич-147845848060-с. Долинск, ул. Менделеева, д. 58 к. 2/6, 051437-19124.77
Набиева Виолетта Петровна-351943656383-г. Белгород, ш. Папанина, д. 79 к. 8/3, 873982-61587.2
Бесчинская Ольга Аркадьевна-667867719340-п. Палана, наб. Высотная, д. 267, 670188-10224.23
Кондраев Максим Михаилович-814337095720-п. Качканар, пр. Фурманова, д. 709, 878969-94334.28
Гурский Герасим Антонович-752242459969-к. Онега, бул. Докучаева, д. 84, 337457-128467.7
Комзелева Валерия Эдуардовна-523873758584-к. Богучар, пер. Новгородский, д. 3/6 к. 805, 120649-125114.43
Жилицина Клара Викторовна-627818218518-д. Чебоксары, ул. Угловая, д. 91 к. 16, 103147-112123.36
Карышкина Анастасия Андреевна-787125549790-п. Вилюйск, ш. Среднее, д. 287 к. 3, 421505-105912.79
Порфильев Станислав Иванович-359262401947-п. Энгельс, наб. Раздольная, д. 3 к. 7/7, 960704-42665.07
Лагусева Зинаида Сергеевна-97782381369-ст. Ковров, ул. Союзная, д. 8 к. 182, 954252-145756.6
Шурмухина Юлия Эдуардовна-227703357681-п. Старый Оскол, ш. Восточное, д. 8/3, 145095-72652.18
Ревуцкая Алиса Алексеевна-909885251292-п. Ребриха, бул. Комарова, д. 21 стр. 5/7, 501574-57116.33
Пыльнова Виктория Валерьевна-846041445516-клх Невинномысск, ш. Парижской Коммуны, д. 7/3 стр. 11, 579125-29967.07
Крупцова Ирина Федоровна-518947019489-к. Шатки, наб. Леонова, д. 2, 476383-116717.44
Авсатов Валерий Максимович-75418770697-к. Черусти, наб. Ломоносова, д. 955 стр. 2/8, 174245-135157.36
Вершова Алиса Викторовна-232828321248-с. Калач-на-Дону, ул. Дорожная, д. 5/9 стр. 370, 041058-71619.21
Охоткина Алина Борисовна-541246339196-с. Бузулук, наб. Дружба, д. 4, 376121-4191.56
Сиплатова Алена Андреевна-81627569216-к. Ноябрьск, пр. Ключевой, д. 4, 797693-129488.17
Деменьщин Борис Викторович-701395934761-к. Слюдянка, ул. Цветочная, д. 9/8 стр. 423, 606061-19479.18
Мусонова Лариса Михайловна-616848859755-д. Томпа, наб. Байкальская, д. 588 к. 7/3, 328470-95194.28
Займенцева Валерия Эдуардовна-873588624961-клх Тамбов, алл. Севастопольская, д. 38, 075086-54441.01
Щиглов Виталий Тимофеевич-943330529809-п. Салават, ул. Сиреневая, д. 332 стр. 5/7, 739616-78341.14
Петникова Софья Ивановна-92981401953-г. Катав-Ивановск, пр. Петровский, д. 8/6 к. 1/9, 221427-32229.73
Бастрикина Екатерина Аркадьевна-249108348715-г. Ступино, бул. Сибирский, д. 8/8 стр. 37, 859343-130090.61
Дзагаева Ксения Игоревна-67259497652-клх Мончегорск, пр. Осипенко, д. 8/7 стр. 941, 948700-21444.22
Мизяркина Яна Максимовна-946246771651-с. Камышлов, наб. Полевая, д. 768 стр. 9/5, 167407-37176.6
Рыковская Евгения Аркадьевна-582934261657-д. Салават, пр. Тельмана, д. 71 к. 5, 031654-121028.6
Сатарин Тарас Георгиевич-698178062112-клх Серебряные Пруды, ул. Каштановая, д. 74, 092619-28942.66
Машников Руслан Георгиевич-535911551481-клх Каргополь, бул. Ключевой, д. 223 к. 483, 756903-34044.8
Ельчищева Маргарита Романовна-330521633045-ст. Нефтеюганск, пр. Строителей, д. 1 стр. 6/1, 294123-39945.74
Дуйрев Денис Аркадиевич-730790105405-п. Краснокамск, бул. Логовой, д. 404 стр. 2/4, 455029-144524.55
Резвиков Олег Леонидович-913901713317-п. Серафимович, ул. Проточная, д. 91 стр. 88, 131174-121727.64
Щетинкина Наталия Дмитриевна-396051110986-с. Яшалта, ш. Ростовское, д. 194 стр. 7/5, 356511-143953.21
Лемцев Степан Алексиевич-74162665063-к. Аша, ул. Угловая, д. 5/3, 641382-94902.43
Гуракова Ева Аркадьевна-906814414953-д. Аргаяш, бул. Студенческий, д. 16, 478974-117142.88
Ткачишина Вероника Андреевна-625530851254-г. Дзержинск, бул. Ленский, д. 6/7, 930326-5817.55
Морщикова Виктория Романовна-788360406755-ст. Юрюзань, ш. Высотное, д. 74 к. 6, 900900-131393.04
Сенянинов Руслан Денисович-286182758012-ст. Чегем, ш. Автомобилистов, д. 3 к. 3/7, 887548-16646.0
Заничева Оксана Никитична-850871302390-ст. Мончегорск, бул. Моховой, д. 2 стр. 85, 305259-138614.47
Ярополов Герасим Кириллович-723532923070-с. Воркута, бул. Новый, д. 99, 402069-90158.99
Максатов Борис Сергеевич-988465140220-г. Ачинск, ул. Дружба, д. 66 к. 6/3, 387727-17221.06
Павелкин Ярослав Иванович-777528902568-ст. Макушино, алл. Черемуховая, д. 5 стр. 92, 444182-63627.0
Пленникова Ева Егоровна-379768064494-клх Междуреченский, пр. Седова, д. 3, 724075-111545.05
Ровнянский Олег Андреевич-695689482838-к. Калязин, пр. Индустриальный, д. 18 к. 1, 053872-45999.11
Левтонова Алла Эдуардовна-850987704089-г. Сорочинск, ул. Краснознаменная, д. 8 к. 62, 994420-117396.9
Нежмаков Алексей Леонидович-749791102521-с. Саров (Морд.), наб. Микрорайон, д. 7/6, 169670-50288.21
Неазбаева Катерина Сергеевна-411803351403-г. Вологда, пр. Чехова, д. 47 стр. 3/8, 238970-9795.46
Квашихин Тарас Вадимович-511759050354-с. Ковров, бул. Тополиный, д. 646, 426019-132929.67
Рожавская Клара Аркадьевна-684747026692-к. Чокурдах, ш. Маркса, д. 971, 071277-36199.38
Разлетов Вадим Аркадиевич-37895085518-с. Азов (Рост.), пр. Леонова, д. 28, 252465-94714.93
Небылицкий Вячеслав Петрович-539497626624-клх Каменск-Уральский, ул. Лесная, д. 14 к. 52, 057521-15845.53
Доменский Виктор Евгеньевич-621415401970-ст. Тулун, пр. Революции, д. 74 стр. 71, 615236-41585.17
Тичина Клара Егоровна-993218258936-к. Тырныауз, алл. Кольцова, д. 7 к. 1/1, 856638-42203.64
Фищев Илья Викторович-161066871799-к. Владимир, ул. Монтажников, д. 9 к. 9/4, 294513-8752.77
Бурбенцева Галина Эдуардовна-923751560852-д. Нязепетровск, наб. Энгельса, д. 2 стр. 118, 473014-138488.14
Балкашов Антон Алексеевич-625811494361-ст. Пышма, алл. Сиреневая, д. 5/6 стр. 6, 105526-39804.34
Жупилова Мария Игоревна-297819010165-клх Ряжск, пер. Ветеранов, д. 29 к. 688, 342583-109171.47
Автюхин Юрий Петрович-85249593492-с. Горячинск, пр. Отрадный, д. 218 к. 52, 876320-17645.6
Юргенева Раиса Петровна-12133353434-д. Витим, ул. Розы Люксембург, д. 965 стр. 6/4, 949916-144396.54
Захарцова Оксана Петровна-9265359780-ст. Вендинга, ш. Тенистое, д. 1 стр. 3/4, 925538-24099.48
Краснюкова Тамара Яковлевна-575648566274-с. Ачинск, ш. 50 лет Октября, д. 688, 952078-9470.84
Шкуренкова Яна Дмитриевна-403324787800-клх Кижи, пр. Мусы Джалиля, д. 68 стр. 925, 394505-27509.47
Канцаров Георгий Иванович-237512219034-клх Чебоксары, наб. Черняховского, д. 3 стр. 7, 540922-81567.58
Странаткин Вячеслав Романович-550542525650-ст. Бреды, пер. Республиканский, д. 811, 299197-85270.79
Хватынцев Тарас Виталиевич-464688322213-к. Лагань, пр. К.Маркса, д. 6 стр. 4, 242095-52587.35
Омашев Вячеслав Андреевич-54636015028-с. Кондопога, наб. Пушкинская, д. 3/1, 429318-37570.75
Полков Роман Романович-903573669175-д. Мирный, пр. Стадионный, д. 8, 795844-26576.56
Чежгалов Максим Игоревич-553562892545-клх Верхний Уфалей, алл. Тургенева, д. 967 стр. 86, 680149-115845.27
Муннибаева Алина Андреевна-752321695911-п. Ершов, ш. Почтовое, д. 399, 002414-47226.23
Охлонина Инна Максимовна-19672945509-г. Витим, пр. Ленинский, д. 7/2 стр. 8/3, 295170-142637.82
Рыкова Зинаида Ивановна-876154057790-к. Волхов, наб. Детская, д. 3/1 к. 9, 406786-118969.21
Абдиязова Клавдия Игоревна-846831273225-клх Амурск, бул. Достоевского, д. 4/7 стр. 4, 256831-120220.47
Эшова Лиза Евгеньевна-993222576004-к. Кулунда, пер. Иркутский, д. 826, 864768-140075.76
Батушин Алексей Николаевич-193505430367-п. Усолье Сибирское, пр. Дальний, д. 7/3 к. 2/5, 998747-119026.24
Слибиков Александр Юрьевич-309459479949-д. Ангарск, бул. Юбилейный, д. 75 к. 6, 466794-39931.32
Индикова Жанна Сергеевна-730684179630-г. Краснодар, ш. Ставропольское, д. 884, 025102-105497.49
Жигульцова Любовь Сергеевна-210894171438-с. Коломна, ш. Ручейное, д. 422, 979646-9323.06
Чмуриков Александр Петрович-856257875405-ст. Оленегорск (Якут.), наб. Павлова, д. 2 к. 4/6, 714714-76959.84
Саутов Александр Вадимович-12891032803-с. Вытегра, алл. Радищева, д. 7, 380241-86967.8
Телепков Леонид Кириллович-624149250788-п. Грозный, наб. Панфилова, д. 1/7 к. 394, 878776-1772.26
Десетова Кристина Михайловна-71912968625-д. Оленегорск (Якут.), алл. Карьерная, д. 32 стр. 25, 077026-89709.64
Красивых Мария Сергеевна-670051853217-п. Сузун, бул. Мельничный, д. 3, 426226-69794.57
Долбников Леонид Виталиевич-516668624754-г. Кыштым, пр. Моховой, д. 4, 617937-38532.94
Томонов Иван Михаилович-837428120287-п. Буйнакск, наб. Тенистая, д. 436 стр. 2/3, 240950-126981.66
