ФИО-ИНН-Адрес регистрации-Сумма уплаченного налога за текущий год
"Абморшева Алиса Николаевна-249068636429-п. Муром, наб. Лесная, д. 7 стр. 569, 331908-36471.67"
"Абраскина Алена Эдуардовна-379085539136-г. Усть-Кулом, алл. Новоселов, д. 67 к. 16, 425772"
"Абратюнов Евгений Алексеевич-408146090153-к. Псебай, ул. Веселая, д. 4 к. 6, 739429-41342.45"
"Абсалямова Кристина Олеговна-817088361775-к. Тура, наб. Ставропольская, д. 7, 740749-84659.03"
"Авдокунин Владислав Леонидович-515575403499-ст. Моздок, пер. Невского, д. 55, 651111-36605.39"
"Авсеев Герасим Игоревич-613170324008-с. Белоярский, ул. Черняховского, д. 212, 106406-26691.39"
"Авсюшина Анна Василевна-773798338307-г. Шерегеш, ул. Советской Армии, д. 5 к. 492, 974918-49211.77"
"Авцов Владислав Павлович-333156152712-клх Кедровый, ул. Щорса, д. 4/8 к. 682, 534099-119783.03"
"Адайкин Никита Валериевич-865369329731-п. Сорочинск, пр. Речной, д. 95, 950383-121286.85"
"Аданькина Зинаида Леонидовна-137547363816-клх Щельяюр, наб. Окружная, д. 7, 632585-90382.89"
"Айдуганова Валентина Дмитриевна-685835953002-к. Быково (метеост.), наб. Парижской Коммуны, д. 6 стр. 12, 407010-112394.64"
"Акинов Анатолий Фёдорович-41969041908-ст. Зеленоград, пер. Ягодный, д. 90 стр. 43, 065757-32366.92"
"Алабердина Полина Николаевна-753680231418-п. Горячий Ключ, ш. Пушкина, д. 67, 737235-129453.27"
"Алемаев Валентин Андреевич-877296089192-г. Новосибирск, пер. Трудовой, д. 6, 704836-128692.64"
"Алескин Эдуард Иванович-16432689092-д. Кулунда, пер. Промышленный, д. 9/6 к. 142, 034753-110305.51"
"Алиева Наталья Леонидовна-406620747395-г. Черемхово, пер. Панфилова, д. 81, 925558-15932.37"
"Алиякбяров Артур Алексиевич-750328759951-к. Лесной (Сверд.), бул. Кочубея, д. 6 стр. 6/8, 944660-32299.92"
"Альшин Александр Алексиевич-54226843878-с. Воскресенск, ш. Коммунальное, д. 1/4 стр. 46, 155776-17082.44"
"Андрияшин Аркадий Данилович-286266441333-ст. Братск, пер. Энтузиастов, д. 6 к. 117, 810067-19014.73"
"Аникимов Валерий Николаевич-508047795885-г. Каргополь, пр. Некрасова, д. 3/8 к. 4/1, 845403-14955.35"
"Анищенков Кирилл Георгиевич-955671004533-ст. Камышин, пер. Фрунзе, д. 9, 387298-28749.2"
"Анчурова Алена Егоровна-750081711029-г. Абакан, пр. Колхозный, д. 1 к. 439, 937853-4933.99"
"Апиманов Михаил Адамович-83814443558-г. Ербогачен, бул. Культуры, д. 904 к. 95, 298093-79252.1"
"Апорова Лариса Борисовна-152551222778-д. Оса, ш. Разина, д. 5/3 стр. 223, 178594-142643.52"
"Ардасенов Михаил Вадимович-668666206790-к. Джейрах, ул. Логовая, д. 79, 703815-6990.49"
