ФИО-ИНН-Адрес регистрации-Сумма уплаченного налога за текущий год
"Абарепова Ирина Никитична-370702400645-ст. Усмань, пер. Песочный, д. 2/2 к. 76, 541339-35138.4"
"Аблицов Руслан Алексеевич-666681464616-г. Ивдель, бул. Коммунаров, д. 5, 364921-58410.01"
"Авергина Вероника Романовна-621693671373-д. Нижнеудинск, пр. Омский, д. 49 стр. 733, 331360-17022.71"
"Агафенов Денис Романович-943278394144-к. Макушино, алл. Строителей, д. 9/5 к. 19, 049028-72395.8"
"Агенорова Алёна Дмитриевна-22235829324-к. Курумкан, пер. Чехова, д. 861, 431258-44086.59"
"Азробичев Виталий Вадимович-850763535869-п. Шатура, наб. Правды, д. 13 стр. 114, 468388-115210.62"
"Акыев Константин Иванович-911314378022-г. Петушки, наб. Песчаная, д. 241 к. 9/9, 120529-3527.91"
"Алемаев Павел Максимович-936683452185-г. Витим, наб. Пирогова, д. 5/7 к. 5, 960213-92559.61"
"Алшантова Мария Аркадьевна-773847880233-г. Хабаровск, пр. Мичурина, д. 387 стр. 56, 468912-115096.61"
"Анивеева Клара Петровна-709794569334-п. Югорск, наб. Торговая, д. 40 к. 6/1, 881138-114780.58"
"Анцерова Мария Михайловна-784542035671-клх Прохладный, алл. Тепличная, д. 9/2 к. 263, 904907-22299.49"
"Арсецкая Наталья Андреевна-468548140998-д. Юрьев-Польский, алл. Техническая, д. 24 стр. 2/3, 698823"
"Артемьев Руслан Адамович-113371477005-к. Балтийск, бул. Гончарова, д. 56, 590444-27914.4"
"Архинцев Николай Антонович-965726769477-с. Новороссийск, наб. Байкальская, д. 295 стр. 19, 747282-4382.63"
"Асапова Алла Богдановна-317702155847-д. Сосновый Бор, наб. Ставропольская, д. 866, 830872-1224.32"
"Асарина Дарья Богдановна-2408111703-г. Махачкала, ш. Крайнее, д. 6, 512850-66090.25"
"Астаськов Виктор Андреевич-939153012009-ст. Соболево, бул. Высокий, д. 4/9 стр. 9, 030615-123183.6"
"Астрахова Валерия Аркадьевна-716061709484-с. Усть-Баргузин, алл. Полевая, д. 2, 226019"
"Атякшев Альберт Викторович-850900705279-д. Кабанск, пр. Запрудный, д. 343 стр. 8, 077871-26594.49"
"Байшев Пётр Павлович-568486088677-к. Чита, ул. Энергетическая, д. 4 к. 591, 110429-21093.42"
"Бакарин Пётр Денисович-814001294280-д. Пенза, ул. Мичурина, д. 9 стр. 336, 192588-493.18"
"Балаканов Константин Леонидович-877125137630-п. Забайкальск, ш. Невского, д. 7/9 стр. 6/3, 443618-23016.32"
"Балягин Артём Михаилович-931295056102-г. Магас, алл. Красина, д. 350 к. 4/4, 006263-106266.64"
"Банукова Марина Леонидовна-610111860630-г. Александровск-Сахалинский, пер. Высотный, д. 9 стр. 63, 391914"
"Банунина Валентина Никитична-27497115675-к. Гусь-Хрустальный, алл. Шаумяна, д. 359 к. 4, 124486"
